Namespace(rate=0.2, data_file_dir='../Data/', data_dir='../Data/functional_connectivity/node=50_size=480_step=180_rho=0.100000/', output='./nu_node=50_size=480_step=180_rho=0.100000_num_iter=150.log', num_iter=150, Linear=False)
train acc=0.9962593516209476, test acc=0.9303482587064676, train auc=0.9965909090909091, test auc=0.9326406840326109
train acc=0.9975062344139651, test acc=0.8955223880597015, train auc=0.9976415094339622, test auc=0.895054945054945
train acc=0.9975062344139651, test acc=0.9253731343283582, train auc=0.9976525821596245, test auc=0.9260752688172043
train acc=0.9975062344139651, test acc=0.8905472636815921, train auc=0.9976689976689977, test auc=0.890327380952381
train acc=0.9975062344139651, test acc=0.8756218905472637, train auc=0.997716894977169, test auc=0.8760416666666666
train acc=0.9975062344139651, test acc=0.8855721393034826, train auc=0.9977116704805492, test auc=0.886994448850119
train acc=0.9975062344139651, test acc=0.9353233830845771, train auc=0.9976133651551313, test auc=0.9346814964610717
train acc=0.9975062344139651, test acc=0.9253731343283582, train auc=0.9976635514018692, test auc=0.9237835153922543
train acc=0.9962593516209476, test acc=0.9104477611940298, train auc=0.9964028776978417, test auc=0.9146825396825395
train acc=0.9962593516209476, test acc=0.845771144278607, train auc=0.9965116279069767, test auc=0.8461042823156225
train acc=0.9975062344139651, test acc=0.9502487562189055, train auc=0.9976359338061466, test auc=0.9518018018018019
train acc=0.9987531172069826, test acc=0.9203980099502488, train auc=0.9988207547169811, test auc=0.9187312687312688
train acc=0.9950124688279302, test acc=0.8656716417910447, train auc=0.9953810623556583, test auc=0.8655445544554455
train acc=0.9975062344139651, test acc=0.9104477611940298, train auc=0.9976689976689977, test auc=0.9093749999999999
train acc=0.9975062344139651, test acc=0.8805970149253731, train auc=0.9976525821596245, test auc=0.8806750298685784
train acc=0.9975062344139651, test acc=0.9203980099502488, train auc=0.9976415094339622, test auc=0.9187312687312688
train acc=0.9975062344139651, test acc=0.8805970149253731, train auc=0.9976851851851851, test auc=0.8805704099821746
train acc=0.9975062344139651, test acc=0.8905472636815921, train auc=0.9977064220183487, test auc=0.8907271646522686
train acc=0.9975062344139651, test acc=0.8805970149253731, train auc=0.9976580796252927, test auc=0.8794491946709087
train acc=0.9975062344139651, test acc=0.9154228855721394, train auc=0.9976689976689977, test auc=0.9150297619047619
train acc=0.9975062344139651, test acc=0.8855721393034826, train auc=0.9976798143851507, test auc=0.8858727957202299
train acc=0.9975062344139651, test acc=0.9104477611940298, train auc=0.9977272727272728, test auc=0.9126565917677469
train acc=0.9975062344139651, test acc=0.9203980099502488, train auc=0.9976689976689977, test auc=0.9211309523809523
train acc=0.9975062344139651, test acc=0.8905472636815921, train auc=0.9976076555023923, test auc=0.8941683569979716
train acc=1.0, test acc=0.8855721393034826, train auc=1.0, test auc=0.8867980884109917
train acc=0.9962593516209476, test acc=0.8855721393034826, train auc=0.9963855421686747, test auc=0.8844025415044066
train acc=0.9975062344139651, test acc=0.9054726368159204, train auc=0.9976635514018692, test auc=0.9049155908639523
train acc=0.9962593516209476, test acc=0.945273631840796, train auc=0.9964454976303317, test auc=0.9451243980738363
train acc=1.0, test acc=0.8656716417910447, train auc=1.0, test auc=0.8656819984139572
train acc=0.9962593516209476, test acc=0.8706467661691543, train auc=0.9964953271028038, test auc=0.8708043694141013
train acc=0.9987531172069826, test acc=0.9054726368159204, train auc=0.9988290398126464, test auc=0.9066911910916683
train acc=0.9975062344139651, test acc=0.8905472636815921, train auc=0.9977011494252874, test auc=0.8911170528817588
train acc=0.9975062344139651, test acc=0.8706467661691543, train auc=0.9976359338061466, test auc=0.8713213213213213
train acc=0.9962593516209476, test acc=0.8955223880597015, train auc=0.9965986394557823, test auc=0.8975507765830345
train acc=0.9975062344139651, test acc=0.8905472636815921, train auc=0.9976359338061466, test auc=0.8893393393393394
train acc=0.9975062344139651, test acc=0.9104477611940298, train auc=0.997624703087886, test auc=0.9090406275140789
train acc=0.9962593516209476, test acc=0.9353233830845771, train auc=0.9964454976303317, test auc=0.9338884430176565
train acc=0.9962593516209476, test acc=0.8905472636815921, train auc=0.9964788732394366, test auc=0.8906810035842294
train acc=0.9975062344139651, test acc=0.9253731343283582, train auc=0.9976359338061466, test auc=0.9240240240240238
train acc=0.9975062344139651, test acc=0.8855721393034826, train auc=0.997690531177829, test auc=0.8854455445544555
train acc=0.9987531172069826, test acc=0.9154228855721394, train auc=0.9988235294117648, test auc=0.9143897088153171
train acc=0.9975062344139651, test acc=0.900497512437811, train auc=0.9976525821596245, test auc=0.8999402628434887
train acc=0.9975062344139651, test acc=0.900497512437811, train auc=0.997690531177829, test auc=0.9006930693069306
train acc=0.9962593516209476, test acc=0.9203980099502488, train auc=0.9965116279069767, test auc=0.918913560666138
train acc=0.9962593516209476, test acc=0.9054726368159204, train auc=0.9964871194379391, test auc=0.9047524358719428
train acc=0.9962593516209476, test acc=0.8855721393034826, train auc=0.9965277777777778, test auc=0.8856209150326797
train acc=0.9987531172069826, test acc=0.8905472636815921, train auc=0.998847926267281, test auc=0.8905445544554456
train acc=0.9962593516209476, test acc=0.8557213930348259, train auc=0.996551724137931, test auc=0.8560606060606061
train acc=0.9975062344139651, test acc=0.9154228855721394, train auc=0.9976525821596245, test auc=0.9145758661887695
train acc=0.9975062344139651, test acc=0.900497512437811, train auc=0.9976415094339622, test auc=0.9014985014985014
train acc=0.9975062344139651, test acc=0.9552238805970149, train auc=0.9976133651551313, test auc=0.9579373104145601
train acc=0.9975062344139651, test acc=0.9402985074626866, train auc=0.9976359338061466, test auc=0.9385885885885886
